Profile Data:
Time                    	UTC Time               	P                  	T   	 	Hu 	Ws   	Wd 	Geopot	Dewp.
1052                    	22:14:30               	807.0              	21.8	 	35 	3.4  	335	1985  	5.5
1053                    	22:14:31               	806.8              	21.9	 	35 	3.4  	335	1986  	5.5
1054                    	22:14:32               	806.7              	21.9	 	34 	3.4  	336	1988  	5.5
1055                    	22:14:33               	806.5              	21.9	 	34 	3.4  	336	1989  	5.5
1056                    	22:14:34               	806.4              	21.9	 	34 	3.4  	336	1991  	5.2
1057                    	22:14:35               	806.3              	21.9	 	33 	3.4  	336	1992  	5.1
1058                    	22:14:36               	806.1              	21.9	 	33 	3.4  	337	1993  	5.0
1059                    	22:14:37               	806.0              	21.8	 	33 	3.4  	337	1995  	4.9
1060                    	22:14:38               	805.9              	21.8	 	33 	3.4  	337	1996  	4.8
1061                    	22:14:39               	805.7              	21.8	 	33 	3.4  	337	1998  	4.8
1062                    	22:14:40               	805.6              	21.8	 	33 	3.4  	338	1999  	4.8
1063                    	22:14:41               	805.5              	21.8	 	33 	3.4  	338	2001  	4.7
1064                    	22:14:42               	805.3              	21.8	 	33 	3.4  	338	2002  	4.8
1065                    	22:14:43               	805.2              	21.8	 	33 	3.5  	339	2004  	4.9
1066                    	22:14:44               	805.0              	21.8	 	33 	3.5  	339	2005  	5.0
1067                    	22:14:45               	804.9              	21.8	 	34 	3.5  	339	2007  	5.1
1068                    	22:14:46               	804.7              	21.8	 	33 	3.5  	340	2009  	5.0
1069                    	22:14:47               	804.6              	21.7	 	33 	3.5  	341	2010  	4.8
1070                    	22:14:48               	804.4              	21.7	 	33 	3.5  	341	2012  	4.6
1071                    	22:14:49               	804.3              	21.7	 	33 	3.6  	341	2014  	4.7
1072                    	22:14:50               	804.1              	21.7	 	33 	3.6  	341	2015  	4.8
1073                    	22:14:51               	803.9              	21.7	 	33 	3.6  	341	2017  	4.6
1074                    	22:14:52               	803.8              	21.7	 	33 	3.6  	341	2019  	4.6
1075                    	22:14:53               	803.6              	21.7	 	32 	3.6  	341	2020  	4.4
1076                    	22:14:54               	803.5              	21.7	 	32 	3.7  	341	2022  	4.4
1077                    	22:14:55               	803.3              	21.7	 	32 	3.7  	342	2024  	4.4
1078                    	22:14:56               	803.2              	21.7	 	32 	3.7  	342	2026  	4.3
1079                    	22:14:57               	803.0              	21.7	 	32 	3.8  	342	2027  	4.3
1080                    	22:14:58               	802.9              	21.7	 	32 	3.8  	342	2029  	4.4
1081                    	22:14:59               	802.7              	21.7	 	32 	3.8  	342	2030  	4.4
1082                    	22:15:00               	802.6              	21.7	 	32 	3.9  	342	2032  	4.4
1083                    	22:15:01               	802.4              	21.7	 	32 	3.9  	342	2034  	4.4
1084                    	22:15:02               	802.3              	21.7	 	32 	3.9  	342	2035  	4.4
1085                    	22:15:03               	802.1              	21.7	 	32 	4.0  	342	2037  	4.3
1086                    	22:15:04               	802.0              	21.7	 	32 	4.0  	342	2039  	4.2
1087                    	22:15:05               	801.8              	21.7	 	31 	4.0  	342	2040  	4.1
1088                    	22:15:06               	801.6              	21.7	 	31 	4.0  	342	2042  	4.0
1089                    	22:15:07               	801.5              	21.7	 	31 	4.0  	341	2044  	4.0
1090                    	22:15:08               	801.3              	21.7	 	31 	4.1  	342	2045  	4.0
1091                    	22:15:09               	801.2              	21.7	 	31 	4.1  	342	2047  	4.0
1092                    	22:15:10               	801.0              	21.7	 	31 	4.1  	342	2049  	4.1
1093                    	22:15:11               	800.9              	21.7	 	31 	4.1  	342	2050  	4.0
1094                    	22:15:12               	800.7              	21.7	 	32 	4.2  	342	2052  	4.1
1095                    	22:15:13               	800.6              	21.6	 	32 	4.2  	342	2053  	4.1
1096                    	22:15:14               	800.4              	21.6	 	32 	4.2  	342	2055  	4.2
1097                    	22:15:15               	800.3              	21.6	 	32 	4.2  	343	2057  	4.3
1098                    	22:15:16               	800.1              	21.6	 	32 	4.2  	343	2058  	4.3
1099                    	22:15:17               	800.0              	21.6	 	32 	4.2  	343	2060  	4.3
1100                    	22:15:18               	799.8              	21.5	 	32 	4.2  	343	2061  	4.3
1101                    	22:15:19               	799.7              	21.5	 	32 	4.2  	343	2063  	4.3
1102                    	22:15:20               	799.6              	21.5	 	32 	4.2  	343	2065  	4.3
1103                    	22:15:21               	799.4              	21.5	 	32 	4.2  	344	2066  	4.4
1104                    	22:15:22               	799.3              	21.5	 	32 	4.3  	344	2068  	4.4
1105                    	22:15:23               	799.1              	21.5	 	32 	4.3  	344	2069  	4.2
1106                    	22:15:24               	799.0              	21.5	 	32 	4.3  	345	2071  	4.3
1107                    	22:15:25               	798.8              	21.5	 	32 	4.3  	345	2073  	4.4
1108                    	22:15:26               	798.6              	21.5	 	32 	4.3  	345	2074  	4.2
1109                    	22:15:27               	798.5              	21.5	 	32 	4.3  	345	2076  	4.1
1110                    	22:15:28               	798.3              	21.5	 	32 	4.3  	345	2078  	4.0
1111                    	22:15:29               	798.2              	21.5	 	32 	4.3  	345	2079  	4.1
1112                    	22:15:30               	798.0              	21.5	 	32 	4.3  	345	2081  	4.2
1113                    	22:15:31               	797.9              	21.5	 	33 	4.3  	345	2083  	4.3
1114                    	22:15:32               	797.7              	21.5	 	33 	4.3  	346	2084  	4.4
1115                    	22:15:33               	797.6              	21.5	 	32 	4.3  	346	2086  	4.2
1116                    	22:15:34               	797.4              	21.4	 	32 	4.3  	346	2088  	4.2
1117                    	22:15:35               	797.2              	21.4	 	32 	4.3  	346	2090  	4.2
1118                    	22:15:36               	797.1              	21.4	 	32 	4.3  	346	2091  	4.1
1119                    	22:15:37               	796.9              	21.4	 	32 	4.3  	346	2093  	4.1
1120                    	22:15:38               	796.8              	21.4	 	32 	4.3  	346	2095  	4.1
1121                    	22:15:39               	796.6              	21.4	 	32 	4.3  	346	2096  	4.1
1122                    	22:15:40               	796.5              	21.3	 	33 	4.3  	347	2098  	4.2
1123                    	22:15:41               	796.3              	21.3	 	33 	4.3  	347	2100  	4.3
1124                    	22:15:42               	796.1              	21.3	 	33 	4.3  	347	2102  	4.3
1125                    	22:15:43               	796.0              	21.3	 	33 	4.3  	347	2103  	4.2
1126                    	22:15:44               	795.8              	21.3	 	33 	4.3  	347	2105  	4.4
1127                    	22:15:45               	795.7              	21.3	 	32 	4.3  	347	2107  	4.1
1128                    	22:15:46               	795.5              	21.3	 	32 	4.3  	346	2108  	4.0
1129                    	22:15:47               	795.4              	21.3	 	32 	4.3  	346	2110  	3.8
1130                    	22:15:48               	795.2              	21.2	 	32 	4.3  	346	2112  	3.8
1131                    	22:15:49               	795.0              	21.2	 	32 	4.3  	346	2113  	3.7
1132                    	22:15:50               	794.9              	21.2	 	32 	4.3  	346	2115  	3.8
1133                    	22:15:51               	794.7              	21.2	 	32 	4.4  	346	2117  	3.8
1134                    	22:15:52               	794.6              	21.2	 	32 	4.4  	346	2119  	3.9
1135                    	22:15:53               	794.4              	21.2	 	32 	4.4  	346	2120  	3.8
1136                    	22:15:54               	794.2              	21.2	 	32 	4.5  	346	2122  	3.7
1137                    	22:15:55               	794.1              	21.2	 	31 	4.5  	346	2124  	3.6
1138                    	22:15:56               	793.9              	21.2	 	31 	4.5  	346	2126  	3.5
1139                    	22:15:57               	793.8              	21.3	 	31 	4.5  	346	2127  	3.4
1140                    	22:15:58               	793.6              	21.3	 	31 	4.5  	346	2129  	3.5
1141                    	22:15:59               	793.4              	21.3	 	31 	4.5  	346	2131  	3.5
1142                    	22:16:00               	793.3              	21.3	 	31 	4.6  	346	2133  	3.5
1143                    	22:16:01               	793.1              	21.3	 	31 	4.6  	346	2134  	3.5
1144                    	22:16:02               	793.0              	21.3	 	31 	4.6  	346	2136  	3.5
1145                    	22:16:03               	792.8              	21.2	 	31 	4.6  	346	2138  	3.5
1146                    	22:16:04               	792.6              	21.2	 	31 	4.6  	346	2140  	3.5
1147                    	22:16:05               	792.5              	21.2	 	31 	4.7  	346	2141  	3.4
1148                    	22:16:06               	792.3              	21.2	 	31 	4.7  	346	2143  	3.3
1149                    	22:16:07               	792.2              	21.2	 	31 	4.7  	346	2144  	3.3
1150                    	22:16:08               	792.0              	21.2	 	31 	4.7  	346	2146  	3.3
1151                    	22:16:09               	791.9              	21.1	 	31 	4.7  	346	2148  	3.3
1152                    	22:16:10               	791.7              	21.1	 	31 	4.7  	346	2149  	3.3
1153                    	22:16:11               	791.6              	21.1	 	31 	4.7  	346	2151  	3.3
1154                    	22:16:12               	791.4              	21.1	 	31 	4.7  	346	2153  	3.4
1155                    	22:16:13               	791.3              	21.1	 	31 	4.7  	346	2154  	3.4
1156                    	22:16:14               	791.1              	21.1	 	31 	4.7  	347	2156  	3.3
1157                    	22:16:15               	791.0              	21.1	 	31 	4.7  	347	2158  	3.4
1158                    	22:16:16               	790.8              	21.0	 	31 	4.7  	347	2159  	3.4
1159                    	22:16:17               	790.7              	21.0	 	31 	4.7  	347	2161  	3.3
1160                    	22:16:18               	790.5              	21.0	 	31 	4.7  	347	2163  	3.3
1161                    	22:16:19               	790.4              	21.0	 	31 	4.7  	347	2165  	3.5
1162                    	22:16:20               	790.2              	21.0	 	31 	4.7  	347	2166  	3.4
1163                    	22:16:21               	790.1              	20.9	 	31 	4.7  	347	2168  	3.4
1164                    	22:16:22               	789.9              	20.9	 	31 	4.7  	347	2170  	3.3
1165                    	22:16:23               	789.8              	20.9	 	31 	4.7  	347	2171  	3.3
1166                    	22:16:24               	789.6              	20.9	 	31 	4.7  	347	2173  	3.3
1167                    	22:16:25               	789.5              	20.9	 	31 	4.7  	347	2174  	3.3
1168                    	22:16:26               	789.3              	20.9	 	32 	4.6  	347	2176  	3.4
Tropopauses:
1. Tropopause: ----     	                       	2. Tropopause: ----
                        	                       	                   	    	 	
                        	                       	                   	    	 	
                        	                       	                   	    	 	
                        	                       	                   	    	 	
Reason of Stop Sounding:
TU                      	Terminated by User (TU)
                        	                       	                   	    	-
Page 1 of 1
